,BusStopCode,RoadName,Description,Latitude,Longitude
479,13121,Zion Rd,Opp Great World City,1.29409221679274,103.8308377640795
480,13139,Kim Seng Rd,The Trillium,1.2950426189642,103.83205533028763
481,13141,Hoot Kiam Rd,Aft Zion Full Gospel Ch,1.29763682834545,103.82997986347917
482,13159,Irwell Bank Rd,Bef Zion Full Gospel Ch,1.29796011528522,103.83053183555204
483,13169,Grange Rd,Grange 80 Condo,1.29910305180416,103.82839289158527
484,13171,Grange Rd,Gramercy Pk,1.29906809120339,103.82650703485064
485,13179,Grange Rd,Cliveden At Grange,1.29925749997453,103.82665250000115
486,13181,Grange Rd,Aft One Tree Hill,1.30023223661153,103.82403473005562
487,13189,Grange Rd,Bef One Tree Hill,1.30038166697497,103.82414749997376
488,13191,Paterson Rd,Bef Orchard Blvd,1.302461,103.8297819
489,13199,Paterson Rd,Aft Orchard Blvd,1.302127,103.829875
490,13201,Tanglin Rd,British High Comm,1.30453622259471,103.82209559895128
491,13209,Tanglin Rd,Opp British High Comm,1.3040310710651,103.82205605505206
492,13211,Mohd Sultan Rd,Aft Unity St,1.29241699362559,103.841095990069
493,14009,Seah Im Rd,HarbourFront Int,1.26703502614245,103.81901469907409
494,14011,Kg Bahru Rd,Bef Mt Faber Lodge,1.26795444401606,103.8255261109799
495,14019,Kg Bahru Rd,Opp Mt Faber Lodge,1.2684889249437,103.82571717446542
496,14021,Lower Delta Rd,The Pearl @ Mt Faber,1.27132972198996,103.82478361101728
497,14029,Lower Delta Rd,Blk 105,1.27247333301883,103.82418777803016
498,14031,Lower Delta Rd,St. Theresa's Convent,1.27624277802151,103.82306027800865
499,14039,Lower Delta Rd,Opp St. Theresa's Convent,1.27663637861466,103.82345826768822
